LoanID,Forecast_OverdueAmount,Forecast_NPA_Percent,PredictedRiskScore,PriorityRecoveryFlag
L00714,120395.59999999998,37.84,98.89,Yes
L00715,1470.0,0.11,83.94,No
L00716,3397.0,1.52,92.56,No
L00717,996.0,0.11,89.05,No
L00718,2788.0,0.54,90.89,No
L00719,2154.0,0.25,73.52,No
L00720,758.0,0.19,76.55,No
L00721,3061.0,0.44,73.33,No
L00722,4846.0,0.37,65.00999999999999,No
L00723,260769.26999999996,43.79,84.29,Yes
L00724,2749.0,0.49,71.07,No
L00725,3456.0,0.5,80.61,No
L00726,95944.8,49.02,96.54,Yes
L00727,2422.0,0.4,63.46,No
L00728,1048.0,1.75,94.07,No
L00729,3715.0,0.48,62.38,No
L00730,4886.0,0.38,82.49,No
L00731,522501.0,61.43,77.39,No
L00732,4628.0,0.5,62.91,No
L00733,4130.0,4.38,90.52,No
L00734,3174.0,0.24,88.24,No
L00735,4084.0,0.67,83.97,No
L00736,30486.45,2.08,101.63,No
L00737,1517.0,0.68,59.92,No
L00738,564663.32,39.77,76.95,No
L00739,1478.0,0.15,84.94,No
L00740,1824.0,1.45,75.95,No
L00741,4068.0,0.28,86.11,No
L00742,1119.0,1.6,92.07,No
L00743,3501.0,0.32,89.18,No
L00744,1799.0,0.13,79.21,No
L00745,2951.0,0.97,87.78,No
L00746,588.0,0.11,61.28,No
L00747,4201.0,0.49,81.57,No
L00748,2978.0,0.29,73.88,No
L00749,3123.0,0.24,71.43,No
L00750,4411.0,0.38,76.78,No
L00751,3138.0,0.54,90.38,No
L00752,2073.0,0.17,78.09,No
L00753,4560.0,0.31,91.4,No
L00754,956.0,0.25,81.97,No
L00755,49431.1,31.4,99.73,Yes
L00756,2514.0,0.38,74.35,No
L00757,4091.0,0.31,92.98,No
L00758,4630.0,1.73,94.84,No
L00759,831.0,0.06,81.1,No
L00760,1277.0,0.09,77.05,No
L00761,2938.0,2.29,72.0,No
L00762,4404.0,0.57,81.33,No
L00763,4992.0,0.95,72.72,No
L00764,4787.0,0.77,96.47,No
L00765,2868.0,0.41,70.75,No
L00766,510.0,0.05,71.05,No
L00767,3532.0,0.39,95.93,No
L00768,1592.0,0.11,83.75,No
L00769,4440.0,0.83,62.099999999999994,No
L00770,4075.0,0.49,73.48,No
L00771,2419.0,0.2,90.51,No
L00772,4064.0,0.69,72.83,No
L00773,4986.0,0.69,79.5,No
L00774,4108.0,0.39,80.45,No
L00775,980.0,0.08,66.68,No
L00776,895.0,0.14,76.54,No
L00777,4344.0,0.53,66.4,No
L00778,677.0,0.05,75.68,No
L00779,42730.32,38.3,83.76,Yes
L00780,3463.0,0.49,87.06,No
L00781,3601.0,0.37,88.72,No
L00782,1596.0,2.57,84.45,No
L00783,3565.0,0.39,,No
L00784,4741.0,3.61,81.93,No
L00785,4421.0,0.34,80.97,No
L00786,4736.0,0.39,73.65,No
L00787,1015.0,1.05,93.08,No
L00788,4743.0,3.93,,No
L00789,4154.0,0.36,97.53,No
L00790,4403.0,0.75,76.78,No
L00791,4067.0,0.46,79.39,No
L00792,2319.0,0.52,95.64,No
L00793,43306.22,14.4,87.43,Yes
L00794,1175.0,0.25,78.23,No
L00795,4464.0,1.09,85.02,No
L00796,2451.0,0.35,77.47,No
L00797,4655.0,0.41,91.59,No
L00798,613.0,0.07,68.17,No
L00799,1736.0,0.19,99.08,No
L00800,2819.0,0.39,76.97,No
L00801,1505.0,0.29,61.62,No
L00802,2293.0,0.89,96.96,No
L00803,3276.0,0.58,94.88,No
L00804,551112.8,54.32,91.47,Yes
L00805,2798.0,0.25,82.56,No
L00806,3364.0,0.46,98.21,No
L00807,183738.6,18.65,85.26,Yes
L00808,3248.0,0.91,92.87,No
L00809,630391.3999999999,48.6,82.38,Yes
L00810,938334.8399999997,71.87,87.36,Yes
L00811,222281.37999999998,43.21,98.96,Yes
L00812,525.0,0.06,77.92,No
L00813,4169.0,0.45,91.08,No
L00814,4925.0,0.67,63.81,No
L00815,1542.0,0.11,85.77,No
L00816,4652.0,0.41,74.59,No
L00817,127425.44,12.43,94.8,Yes
L00818,3434.0,0.43,74.03,No
L00819,120434.93999999999,69.6,77.36,No
L00820,3365.0,1.63,,No
L00821,1981.0,0.41,67.4,No
L00822,4500.0,1.26,85.03,No
L00823,2090.0,0.15,97.69,No
L00824,153077.97,23.76,74.28,No
L00825,2428.0,0.18,62.6,No
L00826,617487.14,49.95,91.96,Yes
L00827,590798.0,48.1,85.17,Yes
L00828,3030.0,0.84,70.99,No
L00829,2094.0,0.3,73.78,No
L00830,2374.0,0.46,88.18,No
L00831,474334.2799999999,32.55,89.04,Yes
L00832,4153.0,0.31,87.57,No
L00833,1435.0,0.35,84.51,No
L00834,507.0,0.1,93.81,No
L00835,4983.0,0.61,95.02,No
L00836,16700.42,3.68,77.09,No
L00837,695555.88,55.84,96.14,Yes
L00838,90063.23,7.28,83.7,Yes
L00839,3232.0,0.29,67.25,No
L00840,1345.0,0.13,67.52,No
L00841,3517.0,0.42,89.62,No
L00842,4257.0,0.77,75.72,No
L00843,1418.0,0.11,70.24,No
L00844,2353.0,0.18,82.59,No
L00845,8444.51,6.93,93.51,Yes
L00846,158305.26,25.21,66.26,No
L00847,18574.64,20.96,79.52,No
L00848,1884.0,0.15,88.09,No
L00849,49727.0,16.21,93.24,Yes
L00850,4767.0,0.46,57.53,No
L00851,2311.0,0.41,88.59,No
L00852,3803.0,0.31,81.3,No
L00853,59896.08,7.59,79.19,No
L00854,537.0,0.1,67.25,No
L00855,2878.0,0.55,92.93,No
L00856,3241.0,0.62,77.32,No
L00857,3923.0,0.33,66.15,No
L00858,1140.0,0.11,91.15,No
L00859,4580.0,0.89,72.97,No
L00860,208678.68000000005,27.43,66.74,No
L00861,1639.0,1.02,75.17,No
L00862,508690.79,40.7,65.06,No
L00863,133398.37999999998,30.62,92.31,Yes
L00864,3381.0,0.25,64.1,No
L00865,514.0,0.06,90.95,No
L00866,3429.0,0.39,64.34,No
L00867,825.0,0.29,72.83,No
L00868,1628.0,1.08,71.36,No
L00869,1037.0,0.12,101.05,No
L00870,4042.0,0.55,98.64,No
L00871,1436.0,0.64,65.32,No
L00872,561962.72,44.54,70.1,No
L00873,578.0,0.09,70.51,No
L00874,2744.0,0.64,67.25,No
L00875,4642.0,0.39,74.99,No
L00876,3194.0,0.23,90.17,No
L00877,4993.0,1.01,64.87,No
L00878,859.0,0.07,83.19,No
L00879,555404.9200000002,55.75,69.17,No
L00880,4881.0,0.33,88.06,No
L00881,1842.0,0.53,90.59,No
L00882,1172482.55,81.25,92.4,Yes
L00883,3289.0,0.65,96.61,No
L00884,4697.0,0.73,92.09,No
L00885,4918.0,0.86,87.61,No
L00886,1711.0,0.39,80.76,No
L00887,1548.0,0.15,60.72,No
L00888,393346.30000000005,43.5,95.55,Yes
L00889,114040.9,23.12,86.45,Yes
L00890,1409.0,0.58,81.85,No
L00891,4987.0,0.98,67.34,No
L00892,1894.0,0.31,89.69,No
L00893,1244.0,0.21,96.79,No
L00894,2961.0,0.52,75.87,No
L00895,3211.0,2.66,94.18,No
L00896,1320.0,0.18,,No
L00897,976051.3400000001,77.31,77.02,No
L00898,837.0,0.27,66.32,No
L00899,1880.0,0.72,79.0,No
L00900,1726.0,0.24,81.91,No
L00901,1364.0,0.23,,No
L00902,4504.0,0.52,75.89,No
L00903,932481.0,65.52,64.45,No
L00904,848.0,0.07,78.57,No
L00905,3345.0,0.32,96.23,No
L00906,4002.0,0.61,69.43,No
L00907,1410.0,0.3,83.11,No
L00908,4860.0,0.58,66.08,No
L00909,2843.0,0.21,67.0,No
L00910,2560.0,0.19,76.86,No
L00911,3492.0,0.5,79.1,No
L00912,4967.0,1.22,87.35,No
L00913,3096.0,0.82,76.81,No
L00914,54255.88,54.65,63.95,No
L00915,1130.0,0.09,68.57,No
L00916,3021.0,0.7,60.97,No
L00917,2904.0,0.51,96.8,No
L00918,1952.0,0.16,63.13,No
L00919,2943.0,1.31,61.93,No
L00920,2555.0,0.36,71.63,No
L00921,4081.0,1.79,81.66,No
L00922,1736.0,0.25,76.96,No
L00923,645.0,0.54,62.4,No
L00924,3236.0,0.4,93.61,No
L00925,3381.0,0.28,87.31,No
L00926,210275.74,20.4,77.46,No
L00927,2560.0,0.32,84.4,No
L00928,3695.0,0.3,73.71,No
L00929,4312.0,1.13,83.59,No
L00930,4129.0,0.33,96.34,No
L00931,94075.34,20.87,64.2,No
L00932,705.0,0.12,97.03,No
L00933,2230.0,0.94,90.75,No
L00934,3471.0,1.76,96.01,No
L00935,1541.0,0.11,84.04,No
L00936,539.0,0.17,70.72,No
L00937,3718.0,0.7,74.77,No
L00938,4544.0,0.56,83.95,No
L00939,2120.0,0.38,65.49,No
L00940,1807.0,0.14,77.72,No
L00941,2715.0,0.2,91.33,No
L00942,858.0,0.16,81.38,No
L00943,1915.0,1.04,66.45,No
L00944,1034.0,0.29,78.38,No
L00945,434784.42,58.92,83.44,Yes
L00946,1114.0,0.24,90.33,No
L00947,1208.0,0.17,58.42,No
L00948,2825.0,0.25,75.71,No
L00949,1440.0,0.22,92.58,No
L00950,215162.23999999993,64.1,60.98,No
L00951,4822.0,0.85,87.22,No
L00952,2913.0,0.26,68.7,No
L00953,33975.33,5.11,76.11,No
L00954,1362.0,0.33,98.48,No
L00955,2099.0,0.31,72.14,No
L00956,3950.0,0.56,80.27,No
L00957,307967.16,64.19,62.5,No
L00958,3623.0,0.24,69.66,No
L00959,4801.0,0.41,62.519999999999996,No
L00960,1011.0,0.1,84.9,No
L00961,489929.4,37.99,78.93,No
L00962,4036.0,0.4,74.32,No
L00963,2658.0,0.22,99.99,No
L00964,323781.56,49.95,62.980000000000004,No
L00965,3213.0,0.41,95.19,No
L00966,4217.0,3.57,60.39,No
L00967,516.0,0.11,91.03,No
L00968,111953.34,19.18,82.6,Yes
L00969,3977.0,0.42,91.3,No
L00970,2677.0,0.37,87.14,No
L00971,4284.0,0.46,80.33,No
L00972,2287.0,0.21,78.49,No
L00973,3090.0,2.76,86.95,No
L00974,2056.0,0.48,94.47,No
L00975,1648.0,0.55,,No
L00976,2166.0,0.67,76.18,No
L00977,2212.0,0.28,62.56999999999999,No
L00978,702179.6800000002,62.53,98.95,Yes
L00979,3691.0,0.83,71.42,No
L00980,715.0,0.06,65.82,No
L00981,3415.0,0.25,61.58,No
L00982,4447.0,0.8,89.28,No
L00983,1048.0,0.1,86.32,No
L00984,3986.0,1.81,61.7,No
L00985,3619.0,0.32,82.68,No
L00986,160082.15000000002,55.34,62.959999999999994,No
L00987,4484.0,0.43,75.96,No
L00988,2379.0,0.36,89.53,No
L00989,4606.0,0.33,71.89,No
L00990,328314.5,45.38,59.08,No
L00991,47051.4,49.63,64.54,No
L00992,2474.0,0.33,77.62,No
L00993,757.0,0.06,72.43,No
L00994,1127.0,0.11,91.17,No
L00995,391224.82,26.96,89.78,Yes
L00996,2964.0,0.23,70.38,No
L00997,1740.0,0.21,67.48,No
L00998,2650.0,0.76,84.84,No
L00999,4074.0,7.34,93.35,No
L01000,4479.0,0.3,101.42,No
L01001,4794.0,0.34,72.72,No
L01002,3391.0,0.76,93.53,No
L01003,795.0,0.08,69.09,No
L01004,1408.0,0.13,62.6,No
L01005,988.0,0.11,88.91,No
L01006,1613.0,0.13,78.67,No
L01007,74111.88999999998,45.51,61.0,No
L01008,586.0,0.04,63.77,No
L01009,4258.0,0.69,60.53,No
L01010,3826.0,0.51,75.95,No
L01011,2581.0,0.37,87.68,No
L01012,607755.56,74.08,89.95,Yes
L01013,1348.0,0.15,98.99,No
L01014,1385.0,0.13,87.16,No
L01015,3008.0,0.37,62.31,No
L01016,4407.0,0.42,99.16,No
L01017,273153.45999999996,50.53,89.03,Yes
L01018,3708.0,0.26,78.59,No
L01019,37088.64,25.83,67.63,No
L01020,298419.75,35.48,72.66,No
L01021,4574.0,2.59,96.29,No
L01022,2367.0,0.34,80.36,No
L01023,4923.0,1.16,80.99,No
L01024,2114.0,0.15,91.64,No
L01025,4554.0,6.6,96.59,No
L01026,4404.0,0.71,59.17,No
L01027,591411.5,49.95,98.62,Yes
L01028,195674.18,60.53,,No
L01029,967.0,0.08,96.64,No
L01030,2856.0,0.22,96.06,No
L01031,1404.0,0.13,81.88,No
L01032,693.0,0.2,82.52,No
L01033,3987.0,0.9,84.09,No
L01034,69695.8,23.86,74.76,No
L01035,3340.0,1.05,70.47,No
L01036,47692.9,46.34,60.59,No
L01037,2311.0,0.18,94.36,No
L01038,2581.0,0.32,84.35,No
L01039,222476.38,42.36,87.07,Yes
L01040,363357.5200000001,77.33,74.95,No
L01041,2891.0,0.34,94.47,No
L01042,126540.45999999999,24.16,75.65,No
L01043,2056.0,0.16,58.16,No
L01044,2001.0,0.56,72.14,No
L01045,1550.0,0.12,93.16,No
L01046,3501.0,0.35,98.16,No
L01047,1322.0,0.09,93.45,No
L01048,3260.0,4.53,76.48,No
L01049,1416.0,1.04,98.31,No
L01050,2194.0,0.28,78.47,No
L01051,4747.0,0.35,66.0,No
L01052,863.0,0.08,82.58,No
L01053,4671.0,0.49,97.88,No
L01054,1240.0,1.29,88.64,No
L01055,2230.0,0.4,76.93,No
L01056,959.0,0.17,71.29,No
L01057,121407.71999999999,14.52,82.66,Yes
L01058,180153.13,42.5,93.32,Yes
L01059,2227.0,0.51,69.92,No
L01060,811.0,0.09,93.25,No
L01061,2843.0,0.2,67.75,No
L01062,529.0,0.05,98.86,No
L01063,703285.4100000001,69.03,91.04,Yes
L01064,3811.0,0.26,65.26,No
L01065,2919.0,1.07,66.89,No
L01066,735.0,0.74,96.15,No
L01067,1491.0,0.13,,No
L01068,2877.0,0.42,81.69,No
L01069,4756.0,0.71,62.27,No
L01070,203638.61000000004,54.06,62.28,No
L01071,4572.0,0.58,88.97,No
L01072,3387.0,0.49,89.3,No
L01073,4922.0,0.89,95.81,No
L01074,127615.76,18.44,78.61,No
L01075,1139.0,0.19,,No
L01076,894694.8000000002,63.33,87.4,Yes
L01077,4906.0,0.33,,No
L01078,2257.0,0.18,58.35,No
L01079,3201.0,0.22,93.61,No
L01080,14671.71,3.37,84.06,No
L01081,1774.0,0.14,58.25,No
L01082,4839.0,0.76,98.43,No
L01083,3179.0,0.28,100.15,No
L01084,2424.0,0.71,94.89,No
L01085,4498.0,0.37,95.67,No
L01086,3130.0,1.83,67.2,No
L01087,4531.0,1.02,96.11,No
L01088,4046.0,0.33,86.72,No
L01089,1589.0,0.14,88.99,No
L01090,1984.0,0.26,98.76,No
L01091,286940.00000000006,27.98,75.86,No
L01092,94589.79999999997,29.64,100.32,Yes
L01093,3817.0,0.37,86.62,No
L01094,503.0,0.82,86.59,No
L01095,4962.0,0.39,82.19,No
L01096,1838.0,0.23,86.41,No
L01097,1289.0,0.09,79.35,No
L01098,2836.0,0.38,101.24,No
L01099,141109.26,20.81,62.45,No
L01100,2546.0,0.36,92.64,No
L01101,75731.42,13.25,87.64,Yes
L01102,3937.0,1.35,97.49,No
L01103,3904.0,0.31,78.38,No
L01104,1363.0,0.22,95.33,No
L01105,627350.0,76.77,84.02,Yes
L01106,1573.0,2.0,91.41,No
L01107,103383.20000000001,75.26,73.68,No
L01108,141567.56,15.46,97.77,Yes
L01109,565.0,0.04,100.05,No
L01110,1882.0,0.25,79.52,No
L01111,4302.0,1.49,74.61,No
L01112,4235.0,1.94,82.43,No
L01113,1144.0,0.08,68.81,No
L01114,3891.0,0.36,76.35,No
L01115,487230.0,33.58,98.98,Yes
L01116,63480.84,37.47,77.24,No
L01117,1644.0,0.12,91.71,No
L01118,764.0,0.06,84.3,No
L01119,2762.0,0.21,72.19,No
L01120,3304.0,5.66,81.74,No
L01121,1097.0,0.1,92.25,No
L01122,4925.0,0.58,84.64,No
L01123,3314.0,0.38,87.18,No
L01124,590.0,0.08,91.24,No
L01125,1247.0,0.11,64.93,No
L01126,4972.0,0.33,64.0,No
L01127,3513.0,0.33,68.48,No
L01128,736576.2999999997,71.29,64.36,No
L01129,285798.44,28.61,95.65,Yes
L01130,4895.0,0.46,78.99,No
L01131,2975.0,0.54,71.23,No
L01132,2182.0,0.42,78.74,No
L01133,3330.0,0.28,89.77,No
L01134,61968.99999999999,48.8,64.46,No
L01135,587.0,0.05,70.43,No
L01136,4279.0,0.35,70.58,No
L01137,2961.0,0.37,,No
L01138,2056.0,0.15,64.34,No
L01139,4627.0,0.63,93.46,No
L01140,4736.0,1.54,67.11,No
L01141,2270.0,0.4,61.29,No
L01142,35841.19,2.63,98.52,No
L01143,2431.0,0.16,70.0,No
L01144,3371.0,0.51,80.61,No
L01145,139523.84999999998,47.79,62.94,No
L01146,4826.0,1.04,82.7,No
L01147,477004.5,55.97,71.68,No
L01148,343587.79,39.06,96.77,Yes
L01149,1605.0,0.17,89.84,No
L01150,4406.0,0.35,84.87,No
L01151,3326.0,0.31,89.47,No
L01152,1635.0,0.38,74.46,No
L01153,207351.18,33.29,79.69,No
L01154,2936.0,0.23,66.38,No
L01155,2934.0,0.3,66.64,No
L01156,3349.0,1.15,69.83,No
L01157,2748.0,0.53,93.09,No
L01158,4319.0,0.36,86.31,No
L01159,2418.0,0.81,73.56,No
L01160,4358.0,0.41,98.71,No
L01161,1575.0,0.18,80.24,No
L01162,2608.0,0.99,78.29,No
L01163,598.0,0.06,98.71,No
L01164,4596.0,1.79,64.12,No
L01165,3868.0,0.62,73.97,No
L01166,278980.83999999997,56.09,81.68,Yes
L01167,3221.0,0.31,85.28,No
L01168,2322.0,0.2,65.78,No
L01169,3432.0,1.17,74.82,No
L01170,1047.0,0.09,72.59,No
L01171,4594.0,7.6,93.15,No
L01172,1065.0,0.13,95.55,No
L01173,2771.0,0.35,70.35,No
L01174,1598.0,0.17,78.96,No
L01175,1715.0,0.43,88.41,No
L01176,781.0,1.21,61.88,No
L01177,406416.78,57.29,94.46,Yes
L01178,44316.67,28.86,80.93,Yes
L01179,4280.0,0.32,,No
L01180,56924.52,18.86,,No
L01181,414193.4,62.14,99.17,Yes
L01182,2008.0,0.3,63.97,No
L01183,1824.0,0.21,69.57,No
L01184,1871.0,0.16,64.52,No
L01185,2051.0,0.28,62.34,No
L01186,4154.0,4.76,71.78,No
L01187,405878.66,34.75,89.87,Yes
L01188,91104.63999999997,53.86,78.56,No
L01189,3764.0,0.38,85.61,No
L01190,2242.0,0.18,69.08,No
L01191,4696.0,1.02,68.85,No
L01192,1983.0,0.28,93.78,No
L01193,2019.0,2.85,69.21,No
L01194,4644.0,0.38,96.36,No
L01195,3019.0,0.28,82.87,No
L01196,3421.0,0.89,77.61,No
L01197,2170.0,0.35,70.78,No
L01198,505.0,0.05,84.27,No
L01199,2040.0,0.36,91.57,No
L01200,120113.63999999998,42.07,66.23,No
L01201,4929.0,0.61,63.24,No
L01202,692871.28,63.04,92.86,Yes
L01203,205377.77,39.87,84.42,Yes
L01204,998.0,0.44,76.62,No
L01205,885.0,0.07,78.79,No
L01206,2549.0,0.61,81.41,No
L01207,4039.0,0.51,74.61,No
L01208,3861.0,0.37,62.21,No
L01209,745.0,0.15,93.25,No
L01210,278027.64,28.07,79.25,No
L01211,778.0,0.11,92.17,No
L01212,154787.4,17.65,97.31,Yes
L01213,3314.0,0.37,67.7,No
L01214,4392.0,0.35,87.95,No
L01215,3617.0,0.36,96.12,No
L01216,193449.51999999996,44.65,88.25,Yes
L01217,3558.0,2.61,68.59,No
L01218,2977.0,5.63,93.96,No
L01219,3820.0,0.28,87.94,No
L01220,2304.0,0.16,76.52,No
L01221,1831.0,0.98,81.33,No
L01222,4766.0,0.63,91.15,No
L01223,1465.0,0.54,61.86,No
L01224,2355.0,0.17,99.15,No
L01225,3639.0,0.89,97.51,No
L01226,2262.0,0.29,70.89,No
L01227,4685.0,1.61,89.89,No
L01228,1124.0,0.21,75.43,No
L01229,3507.0,0.8,63.08,No
L01230,2585.0,0.35,97.39,No
L01231,2817.0,0.43,69.55,No
L01232,784.0,0.15,,No
L01233,103761.51999999997,50.98,94.65,Yes
L01234,4381.0,0.58,63.32,No
L01235,2115.0,0.16,87.83,No
L01236,3500.0,0.32,93.27,No
L01237,3389.0,0.31,74.84,No
L01238,345541.75000000006,59.49,66.67,No
L01239,102018.48,9.47,70.51,No
L01240,4153.0,0.57,96.98,No
L01241,3789.0,1.41,81.15,No
L01242,436282.0399999999,66.34,79.11,No
L01243,722.0,0.3,63.09,No
L01244,1888.0,0.87,97.8,No
L01245,29655.819999999996,35.54,83.17,Yes
L01246,2218.0,0.48,81.63,No
L01247,320077.8000000001,60.42,86.47,Yes
L01248,98624.92,9.27,89.93,Yes
L01249,426082.36000000004,51.33,66.92,No
L01250,4754.0,0.37,93.75,No
L01251,124654.29000000001,40.75,64.84,No
L01252,1406.0,0.32,66.7,No
L01253,4991.0,0.35,60.48,No
L01254,1491.0,0.21,64.77000000000001,No
L01255,3116.0,0.26,74.72,No
L01256,2977.0,0.39,64.14,No
L01257,1030.0,0.14,69.26,No
L01258,2908.0,1.1,98.53,No
L01259,3988.0,0.31,100.24,No
L01260,3057.0,1.87,70.58,No
L01261,1245.0,0.25,72.38,No
L01262,1380.0,0.13,71.39,No
L01263,239158.47999999995,30.45,93.41,Yes
L01264,2779.0,0.21,65.83,No
L01265,3685.1099999999997,3.44,79.78,No
L01266,892.0,0.09,65.27,No
L01267,3680.0,0.5,90.57,No
L01268,4091.0,1.49,88.62,No
L01269,2354.0,0.21,77.13,No
L01270,697.0,0.11,65.83,No
L01271,1214.0,0.15,86.93,No
L01272,378824.84,26.08,65.0,No
L01273,825.0,0.11,71.68,No
L01274,2223.0,0.18,67.89,No
L01275,1024.0,0.09,80.56,No
L01276,2890.0,0.29,82.04,No
L01277,127579.48,9.45,68.91,No
L01278,135891.86000000002,32.76,,No
L01279,1116.0,0.09,79.02,No
L01280,4493.0,0.75,80.37,No
L01281,259855.5,21.16,97.03,Yes
L01282,3107.0,0.41,63.540000000000006,No
L01283,2148.0,0.17,84.75,No
L01284,35330.55,2.62,58.72,No
L01285,335634.5200000001,36.62,90.23,Yes
L01286,361608.0,46.0,87.98,Yes
L01287,2353.0,0.2,88.07,No
L01288,3943.0,0.9,79.52,No
L01289,4190.0,5.8,68.29,No
L01290,364162.42,56.87,75.48,No
L01291,391325.56,49.77,60.92,No
L01292,317551.9499999999,66.01,73.88,No
L01293,2582.0,0.43,91.7,No
L01294,135931.41999999998,55.95,72.2,No
L01295,365638.8299999999,80.88,81.08,Yes
L01296,3335.0,0.84,72.18,No
L01297,62154.28,12.78,64.23,No
L01298,1996.0,0.41,78.32,No
L01299,1516.0,0.18,59.39,No
L01300,3416.0,0.83,92.27,No
L01301,2797.0,0.2,88.31,No
L01302,901.0,0.11,95.92,No
L01303,149892.19999999998,63.25,102.73,Yes
L01304,847.0,0.19,88.43,No
L01305,281892.36,25.44,92.29,Yes
L01306,45553.96,65.26,78.6,No
L01307,3878.0,0.28,68.52,No
L01308,274432.12,39.46,91.53,Yes
L01309,4579.0,0.57,73.52,No
L01310,4958.0,0.33,83.35,No
L01311,4913.0,0.63,89.5,No
L01312,2494.0,0.18,79.01,No
L01313,475439.2500000002,34.53,84.85,Yes
L01314,2290.0,0.16,73.42,No
L01315,407759.66,33.21,86.66,Yes
L01316,3832.0,0.8,99.8,No
L01317,4611.0,0.83,77.88,No
L01318,2653.0,0.46,68.72,No
L01319,3638.0,0.25,88.17,No
L01320,2043.0,0.36,70.32,No
L01321,37359.98,18.0,80.35,Yes
L01322,924.0,0.08,62.91,No
L01323,1352.0,0.23,81.41,No
L01324,746.0,0.08,91.7,No
L01325,4996.0,0.36,93.89,No
L01326,3753.0,0.42,96.76,No
L01327,536.0,0.05,69.28,No
L01328,1781.0,0.18,96.65,No
L01329,3047.0,0.32,87.57,No
L01330,1008.0,0.36,89.59,No
L01331,1703.0,0.24,83.67,No
L01332,3357.0,5.49,80.0,No
L01333,2262.0,0.24,77.77,No
L01334,321608.31999999995,36.37,99.79,Yes
L01335,2905.0,0.57,62.89,No
L01336,3883.0,0.48,64.86,No
L01337,3008.0,0.39,60.65,No
L01338,2865.0,0.69,92.84,No
L01339,48646.05,10.24,94.87,Yes
L01340,4434.0,0.38,67.26,No
L01341,383366.34,33.46,64.34,No
L01342,423660.96,57.94,66.52,No
L01343,2264.0,0.21,93.46,No
L01344,620.0,0.09,64.63,No
L01345,516172.41000000003,40.18,66.95,No
L01346,859.0,0.16,58.97,No
L01347,4341.0,0.31,100.78,No
L01348,3269.0,0.39,63.28,No
L01349,560598.32,67.81,97.12,Yes
L01350,440681.44000000006,43.09,78.46,No
L01351,4570.0,0.84,77.4,No
L01352,2318.0,0.21,79.63,No
L01353,363058.25,70.55,80.33,Yes
L01354,958.0,0.15,70.33,No
L01355,2974.0,0.29,92.62,No
L01356,798.0,0.13,77.81,No
L01357,2595.0,0.76,101.65,No
L01358,606.0,0.05,79.19,No
L01359,1170.0,0.08,89.92,No
L01360,4246.0,0.44,92.06,No
L01361,479487.4199999998,39.1,75.64,No
L01362,1063053.1999999997,71.8,94.76,Yes
L01363,4085.0,0.43,66.04,No
L01364,3845.0,0.28,70.93,No
L01365,229432.02000000002,40.19,84.14,Yes
L01366,885.0,0.08,88.75,No
L01367,1675.0,1.28,89.11,No
L01368,2256.0,0.19,77.87,No
L01369,542472.5399999999,43.29,62.370000000000005,No
L01370,492557.33999999997,77.97,78.54,No
L01371,1300.0,0.13,85.59,No
L01372,3766.0,0.29,71.82,No
L01373,2149.0,0.16,85.88,No
L01374,4363.0,2.13,66.14,No
L01375,660.0,0.05,65.82,No
L01376,2862.0,0.64,71.65,No
L01377,1938.0,0.18,74.64,No
L01378,3309.0,0.63,90.61,No
L01379,7961.530000000001,6.05,79.86,No
L01380,3252.0,0.92,59.5,No
L01381,3796.0,0.59,88.81,No
L01382,478814.32,42.57,68.48,No
L01383,2283.0,1.16,82.15,No
L01384,1239.0,0.1,84.12,No
L01385,3833.0,0.26,100.89,No
L01386,366741.76,30.74,70.94,No
L01387,154317.13999999998,20.94,67.66,No
L01388,4234.0,0.48,74.08,No
L01389,2616.0,4.44,86.48,No
L01390,4140.0,1.17,70.48,No
L01391,4498.0,0.33,76.28,No
L01392,4129.0,5.07,84.66,No
L01393,1359.0,0.1,63.540000000000006,No
L01394,1740.0,0.81,95.87,No
L01395,3496.0,1.44,80.76,No
L01396,4421.0,1.45,76.86,No
L01397,3683.0,0.3,76.16,No
L01398,4263.0,0.57,66.58,No
L01399,3626.0,1.39,77.85,No
L01400,1103.0,0.11,82.96,No
L01401,4221.0,0.3,60.19,No
L01402,906.0,0.1,97.05,No
L01403,4196.0,2.17,90.01,No
L01404,4709.0,3.64,78.46,No
L01405,794.0,0.07,70.13,No
L01406,1591.0,0.17,81.46,No
L01407,381756.92,27.51,72.64,No
L01408,83573.56,9.91,59.03,No
L01409,2706.0,1.93,75.82,No
L01410,3201.0,0.5,62.7,No
L01411,4662.0,0.46,62.59,No
L01412,264080.92,43.43,62.15,No
L01413,401878.19999999995,26.8,91.32,Yes
L01414,352900.47,55.33,64.6,No
L01415,2840.0,0.34,,No
L01416,1961.0,0.52,81.12,No
L01417,2723.0,1.01,78.64,No
L01418,558527.26,56.66,62.760000000000005,No
L01419,225615.56,24.97,94.47,Yes
L01420,9296.68,16.52,67.01,No
L01421,1196.0,0.26,99.76,No
L01422,2842.0,0.29,68.02,No
L01423,3257.0,0.27,61.1,No
L01424,3441.0,0.68,98.9,No
L01425,1677.0,0.17,82.86,No
L01426,238847.94,54.96,93.27,Yes
L01427,444259.74,42.27,86.64,Yes
L01428,4233.0,0.4,66.98,No
L01429,3825.0,1.6,96.97,No
L01430,1924.0,0.19,60.99,No
L01431,83525.0,15.65,79.79,No
L01432,4993.0,1.66,70.91,No
L01433,1950.0,0.25,72.1,No
